1,,37sec,,28,2017-08-21T15:02:33Z,Rapha RIDES Manchester Trailer,dNOk9CIeHio,7186
1,"Seattle, celebrate cycling and your city with Rapha Rides. Join us for a long weekend of exploring new routes, sharing stories with fellow locals, and partying at our Clubhouse. Sign up to our schedule on the right – we’ll see you in August.

Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",29sec,,33,2017-06-24T01:25:08Z,Rapha RIDES Seattle - Trailer,BYcENSmANpo,78433
0,"Rapha.cc/rides/chicago

Chicago, join us for Rapha Rides, our celebration of cycling and the Windy City. Over a long weekend, we’ll explore new roads, hear from fascinating guests, and much more. Sign up to our schedule on the right, and we’ll see you on the road.",25sec,,21,2017-07-14T07:09:13Z,Rapha RIDES Chicago - Trailer,u2cabvSLF40,6505
2,"http://pages.rapha.cc/rides

Unlock your city. 
Rapha is travelling to 20 cities around the world to uncover the local knowledge, the shortcuts, the places to visit, and the roads to ride. 

For more information visit rapha.cc/rides",1min30sec,,141,2017-03-23T16:00:25Z,Introducing Rapha RIDES,km3-zNeEPlI,18744
17,"Rapha.cc/rides/chicago

September 15–17

Chicago, join us for Rapha Rides, our celebration of cycling and the Windy City. Over a long weekend, we’ll explore new roads, hear from fascinating guests, and much more. Sign up to our schedule on the right, and we’ll see you on the road.",2min33sec,,536,2017-07-14T07:17:08Z,Rapha RIDES Chicago,WfqjqljVBnc,42250
36,"Seattle, celebrate cycling and your city with Rapha Rides. Join us for a long weekend of exploring new routes, sharing stories with fellow locals, and partying at our Clubhouse. 

Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",3min51sec,,1035,2017-06-24T01:25:04Z,Rapha RIDES Seattle,V_69qYM5KoQ,88593
2,"Local riders, their favourite routes. The places to visit, the roads to ride. See the city from their perspective. Ride with us.

Discover Rapha Rides Copenhagen: http://ow.ly/FE2U30key3D
Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",3min17sec,,548,2017-06-22T11:56:32Z,Rapha RIDES Copenhagen,HnySj53IkZo,57903
15,"Discover Düsseldorf through the eyes of the local heroes - city cycling hub Schicke Mütze and ex-pro and two times German cross champ Steffen Weigold. 

Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",2min25sec,,395,2017-06-07T16:50:42Z,Rapha RIDES Düsseldorf,PfpVlCSYnyk,125000
11,"Photographer, cyclist and Milan resident. Alessandro Trovati spent his life capturing the champions of the Grand Tours. See the roads from his perspective in Rapha Rides Milan.

Rapha Rides Milan: http://ow.ly/hUv230kbr8H
Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",3min37sec,,578,2017-05-22T11:23:34Z,Rapha RIDES Milan,3H1MPPDfAck,66666
14,"Winner of the Cyclocross World Cup 2016, Professional Sophie de Boer lives and trains from the City of Amsterdam. See the roads from her perspective in Rapha Rides Amsterdam.

Rapha Rides Amsterdam: http://ow.ly/pifG30kbqD4
Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",3min24sec,,906,2017-05-22T15:47:35Z,Rapha RIDES Amsterdam,J9xt20yP93k,86312
28,"New York, show us your love for two wheels at Rapha Rides, our three-day celebration of the world’s most beautiful sport. 

Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",2min35sec,,958,2017-05-19T00:00:00Z,Rapha RIDES New York,DMmBXemyuDY,79013
12,"Cycling is embedded in the daily lives of Hiroshi Ito & Toru Hara, who have been creating unique work from their design studio in Tokyo for more than 25 years, connecting them to all the subtleties this unique city has to offer. See the roads from their perspective in Rapha Rides Tokyo.

Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",3min5sec,,860,2017-05-22T09:39:35Z,Rapha RIDES Tokyo,I7Re6xzcAEo,82247
20,"http://pages.rapha.cc/rides/seoul

Progression and an ever growing population make everyday life a challenge in Seoul, but the combination of nature and tradition provide a welcome and fulfilling release for these three riders. See the roads and the city from their perspective.",2min45sec,,479,2017-05-22T11:52:05Z,Rapha RIDES Seoul,7nWL5YPHd_4,41449
13,"A trio of riders show us San Francisco from their perspective in the second Rapha Rides film. Follow chef Chris Cosentino, cross racer Caitlin Curran Bernstein, and photographer Jake Stangel for their view of the city. 

Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",3min7sec,,658,2017-05-04T16:18:16Z,Rapha RIDES San Francisco,2nJqs78NM_Q,77372
0,"Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",46sec,,11,2017-06-28T09:13:33Z,Rapha RIDES Teaser,S59nqiaAjGQ,107247
3,"http://pages.rapha.cc/canyonsram

An international squad with a unique spirit. Featuring current & former, national and world champions, take a closer look at Canyon//SRAM, a team at the forefront of the growth of women’s cycling.",1min45sec,,112,2017-07-21T07:13:18Z,Canyon//SRAM - UCI Women's World Tour Team,FSNZV50YDv4,10917
2,"http://pages.rapha.cc/feature/together-we-ride

CANYON//SRAM women give everything for the team// CANYON//SRAM women are a tight team, they train together, and on 20th July they race together in a special edition Rapha Women's 100 kit, to inspire women worldwide to join the ride.",35sec,,75,2017-07-14T07:21:12Z,Together We Ride,4lRRXr9ACWA,8197
3,"Tonight's final UCI Santos Women's Tour stage was raced in hot and windy conditions around a 1.2 kilometre Adelaide circuit with important bonus seconds for CANYON//SRAM Racing up for grabs.

Large crowds filled the Victoria Park Pavillion and full support by the Team saw Alexis dominate three of the four intermediate sprints to reclaim the young rider jersey.

Chapeau Alexis Ryan Tiffany Cromwell Barbara Guarischi Mieke Kröger Lisa Brennauer Alena #takethelead #tduwomen #tdu",2min38sec,,84,2017-01-17T13:16:31Z,Stage 4 UCI Santos Women's Tour with CANYON//SRAM,KOzSFEd8NZA,8060
5,"Starting from Tanunda, today's stage 3 UCI Santos Women's Tour, comprised 92.4-kilometres, including two laps of the Lyndoch to Williamstown circuit. Riders left in 33-degree heat making their way through vineyards and wineries of small Barossa towns to Lyndoch.

An early breakaway stretched out to 1'30"", with the peloton slowly making inroads just before the Subaru Queen of the Mountain ascent up Whispering Wall at Williamstown.

With ORICA-Scott controlling the race in the final 10-kilometres, a breakaway group of 30 riders picked up the intensity on approach to the final sprint down Lyndoch’s main street, with CANYON//SRAM Racing​ Alexis Ryan​ taking third step on the podium. 

​#tduwomen #tdu #takethelead",2min29sec,,76,2017-01-16T09:34:42Z,Stage 3 UCI Santos Women's Tour with CANYON//SRAM,hXc0dS7vRhc,6961
2,"Stage 2 of the UCI Santos Women's Tour was a held over 14 laps around a fast and flat 2.3 kilometre circuit in the heart of Adelaide's CBD, and destined for the sprinters. The peloton, all together heading into the finish, saw CANYON//SRAM Racing​'s Barbara Guarischi take 6th place.
​#tduwomen #tdu #takethelead",1min34sec,,35,2017-01-15T13:05:11Z,Stage 2 UCI Santos Women's Tour with CANYON//SRAM,PQOrmLjFplA,4773
4,"Today's opening 106.5km stage of the UCI Santos Women's Tour left Hahndorf, rolling its way through the Adelaide Hills to Meadows. 
CANYON//SRAM Racing plan to test Alexis Ryan and Tiffany Cromwell played out well, with 20km to go the riders turned into strong cross winds and the main peloton exploded into three groups. Both worked hard to stay with the main bunch holding off numerous attacks and headed into the final fast kilometre, with Alexis taking the reduced bunch sprint, finishing 4th and securing the best young rider jersey. 
Cycling, Tour Down Under #tduwomen #tdu #takethelead",2min15sec,,130,2017-01-14T09:22:45Z,Stage 1 UCI Santos Women's Tour with CANYON//SRAM,TdPvVdrIaME,11026
6,"Following The Calling, the meeting of Rapha's Women Ambassadors in California, a team of six Ambassadors set out to ride the route of this year's Tour of California.",5min47sec,,236,2014-05-03T20:02:43Z,Rapha Women Ride the Tour of California,6pL4zlv6lz4,42464
1,"Comfortable, breathable and sophisticated road riding apparel using technical fabrics and elegant tailoring for female riders. This season the range has been expanded to include a new Sleeveless Merino Base Layer, ¾ Tights and a more urban-orientated Lightweight Bomber Jacket. There are updates to established pieces like the Lightweight Jersey, Souplesse Jersey and the Women's Gilet.

See the new range at www.rapha.cc",1min9sec,,85,2014-02-27T10:44:35Z,Rapha SS14 - Women,ieElrFot1gs,16480
5,"Technical fabrics have been combined with female-specific tailoring to create stylish and functional training and racing apparel for women cyclists. Brand new products and updated favourites will help you get even more from your riding this Autumn and Winter.

The range of apparel and accessories for Autumn Winter 2013 includes new designs, improved tailoring, fresh colours and innovative fabrics, all with trademark Rapha styling.

http://www.rapha.cc/shop/",1min31sec,,122,2013-10-23T17:07:24Z,RAPHA AW13 - Women,fBtasZkhmjw,17094
4,http://www.rapha.cc/shop/womens,1min8sec,,75,2013-03-07T18:00:52Z,RAPHA SS13 WOMEN'S,rSyeYKUdvwA,13786
2,"Ride together this September. In the lead up to the Rapha Women's 100, we asked the Canyon//SRAM riders who they'd most like to ride 100km with.

Find out more about the Rapha Women's 100: http://rapha.cc/womens100
Find a Rapha Women's 100 ride: https://www.rapha.cc/womens-100-rides",1min46sec,,109,2018-08-11T14:42:34Z,Rapha Women’s 100: Who will you ride with?,H5LfGVq9AwA,12873
13,"http://www.rapha.cc

Visual artist Antony Crook, in collaboration with Rapha and Ridley Scott Associates Films, presents Knock for Knock.

Shot in Tokyo, with a soundtrack from Mogwai and a script written by long-distance cyclist James Bowthorpe, the film represents a sportsman's fight against his inner demons.

""We thought of this as a sequel to 30 Century Man [Crook and Bowthorpe's last collaborative film] - a journey again... Knock For Knock looks inwards, into memory, into fear and fighting it.""
- James Bowthorpe",6min29sec,,187,2012-04-16T21:21:28Z,Knock for Knock,t_8KnBuRjm0,19803
0,0,0,,0,0,0,fWnbZ_Avbxo,0
9,"http://www.rapha.cc/van-diemens-land

Rapha is proud to present Van Diemen's Land, the first ride from the Rapha Continental 2012, featuring a short film, words and photos from Tasmania. The Rapha Continental 2012 will feature unique rides from across the globe: Europe, the UK, Japan, Asia, Australia and, of course, North America.",5min28sec,,174,2012-04-03T21:53:19Z,Van Diemen's Land,0q4u8kl6Fg4,22175
6,,15sec,,142,2017-08-24T09:39:31Z,The Rapha Why | Teaser,vsnplcZUKTA,967721
4,"http://www.rapha.cc

It took everything we had to survive our tour of California. We rode with grace and grit. We took to the tour some style, and of course, our curiosity and penchant for story. But to be sure, we also took all the muscle and lung we had, and we just barely had enough. We are not pros, this isn’t what we do for a living—in fact, most of us had never put more than a few days of anywhere close to this sort of mileage together. We weren’t at any point deluded about how fast we were, we knew that even under the best of circumstances our times would be nothing less than anemic in comparison to the pros. In fact, this was part of the reason to ride it, to do our best and relish in the results.

http://pages.rapha.cc/rides/finale",3min44sec,,43,2015-05-05T17:27:11Z,Tour of California 2009: Finale,tSYsqUX9ntk,14754
